userName,score,at,content
Erixen “Rex”,1,2024-09-01 08:51:07,"Apk Tolol. Perbaiki dlu yg bener gblok. Masa metode pembayaran Shopeepay error mulu. Sampe terpaksa top up di Apk ini,itupun makan waktu. Jdinya pas mau pesen tiket,malah kehabisan. Perbaiki Walletnya yg bener Tolol,skalian Tambahin E-Wallet yg lainnya."
de esty,1,2024-09-01 08:49:54,"aplikasi ribet error mulu, hapus aja lah"
slamet Arjuna,5,2024-09-01 08:47:55,"pembayaran cukup pakai QRIS ,👍🏻"
Mastanto Oke,1,2024-09-01 08:18:42,Ribet tolong d benah i jgn d persulit
Nwafello 21,3,2024-09-01 07:58:58,"Ini sih gimana setelah minta di update, saya harus login lagi tapi udah 3 hari ini ga bisa login. Baik menggunakan nomor maupun email ga bisa, aplikasi close otomatis terus. Saya coba buat install dan uninstall hasilnya sama ga bisa. Mohon segera di perbaiki"
Deby Prima,1,2024-09-01 07:49:54,"Apk apaan,,mau daftar susah banget,, OTP udah bener cuma muter doang..gak makin bagus malah makin nyusahin"
ARI WIJAYANTI,1,2024-09-01 07:13:49,Awalnya saya kira cuma saya yg mengalami kendala sudah beli tiket dan saldo terpotong melalui shopee pay ternyata tiket tidak terbeli. Ternyata hampir semua mengalami kendala pembayaran yg sama. Untuk ke 2x Saya coba mau beli lewat pembayaran KAI pay tapi tidak masuk padahal saldo BCA juga sudah terpotong. Jadi rugi 2x
Bella Alisha,1,2024-09-01 07:06:00,Kai bikin aplikasi aja gk becus
Muhammad Farid,1,2024-09-01 06:09:47,Daftar jadi member basic aja susah amat otp salah lah inilah itulah aneh banget otp bisa salah.
Muhlisin Ramadhan,1,2024-09-01 05:39:54,Jelek
Nurhadi Wijaya,1,2024-09-01 04:35:59,banyak trouble namanya acces kai tapi susah di acces
Retno Ayu,1,2024-09-01 04:33:18,sya pesean tiken disini pdhl uda bayar di aplikasi shope tpi diaplikasi kai sya tidak ada riwayat pembelian ...
Cahya 5555,1,2024-09-01 04:13:49,"Bangke sekelas BUMN ni apk error mulu, alasan gangguan mulu, gimn ini"
Dafabintang Edyputra,1,2024-09-01 04:13:22,"Ini kenapa dah pas mau ganti metode pembayaran loading nya lambat banget pas liat aplikasi lain wah sangat lancar, tapi kenapa pas mau beli tiket di acces KAI wah loading nya sangat lama jadi gak bisa ke beli Sampai 2 hari loh, gua kasih ranting 1 dan teman temanku harus kasih ranting 1 ke ini aplikasi, agar bangkrut dari kemarin udah minta bantuan blm di benerin aja gak jelas"
Andriana 03,1,2024-09-01 04:08:54,"Aplikasi parah,. Bukan mempermudah Malah MEMPERSULIT,.."
Brian Indra,5,2024-09-01 03:32:43,Lumayan berguna
Adji Pamungkas,1,2024-09-01 03:12:05,SISITEM NYA LAMBAT DI APLIKASINYA
Ary Kurniawan,1,2024-09-01 03:12:01,"Ini dari kemaren beli tiket ga bisa2 ga berguna ini aplikasi, mau di hapus masih ada saldo nya"
Adji Pangestu,3,2024-09-01 03:09:12,Aplikasi mempermudah akses tiket online
Fatimah Nurzahra,1,2024-09-01 02:46:49,Aplikasi Access by KAI GX bisa di andalkan...masa mau pesan tiket commuter Line GX bisa...malah loading Mulu GX muncul pembayarannya aduh..gimana ini PT KAI
IQBAL PRASETYO,1,2024-09-01 02:43:11,"percuma diperbaharui tampilannya aja sekedar cek keberangkatan krl aja ribet,update malah jadwal kereta ilang"
Rusdi baba,1,2024-09-01 02:40:15,SANGAT KECEWA DENGAN APLIKASI INI.. MEMBINGUNGKAN.... BANYAK MASALAH... TIDAK BISA PESAN TIKET..
AnisaNisa,1,2024-09-01 01:55:39,"saya sudah pesan dan sudah bayar pakai shopipay malah gak ada tiket nya, padahal saldo shopee sudah terpotong tapi mana tiket saya. sangat merugikan KAI ini"
Wl Apparel,1,2024-09-01 01:54:54,"aplikasi ga bisa buat cek jadwal, dan apapun, gatau knp, loading trs, jadwal kereta ga muncul"
satria putera,3,2024-09-01 01:46:37,2x pesen udah lewat e wallet Saldo kepotong tapi masih menunggu pembayaran
yurawalks,1,2024-09-01 01:33:20,Apk bodoh
Akbar Rozak,2,2024-09-01 01:20:24,"Rata-rata aplikasi buatan pemerintah jelek-jelek, cuma ngabisin anggaran doang mana anggaran nya gede. Mana semua anggarannya gak masuk full ke pembuatan aplikasi :v"
Dimas Kanta,1,2024-09-01 01:08:16,Susah untuk daftar sekarang kai akses ini lebih diperhatikan lagi min
Zizuu Abigail,1,2024-09-01 00:26:09,"Skrg klo tiap top up saldonya kepotong lumayan ...dan semalem pesen tiket buat 3hari kedepan...saldo sdh kepotong tp mau cek tiket ga bs,biasanya begitu sdh pesen n bayar lgsg muncul..ini saya cek sampe pagi ga ada riwayat pemesanan semalem...tp saldo sdh kepotong!!..sejak diperbarui Acc.KAI makin ga bnr..."
BENEDIKTUS SETIADI,5,2024-09-01 00:23:27,Selamat pagi admin Mau tanya: Kenapa ya hari ini saya tidak bisa membeli tiket commuterline / KRL lewat aplikasi Access By KAI ya? Terima kasih
Yeni Arisanti,1,2024-09-01 00:17:28,Apaan sih ini Log on gak bisa teruss... Ngecek jadwal kereta kosong terus gak muncul sama sekali.. padahal saya pernah naik kereta dari SBY ke TULUNGAGUNG.. ngecek mau beli tiket di pencarian gak keluar hasil nya pencarian tidak ada..kok aneh..
Haryono Brotoseno,1,2024-08-31 23:59:30,App fetch trus
Yulian'to,1,2024-08-31 23:28:31,Sya byar tiket udah berhasil tp tiketnya ga muncul status timeout mulu parah
gemilang fc,1,2024-08-31 21:23:40,"aplikasi sampah, digitalilasi gagal, bikin aplikasi ga guna sama sekali boro² mudahkan pengguna KAI ini malah menyusahkan. TOLONG HAPUS APLIKASI INI DARI PLAYSTORE & APPSTORE"
titania larasati,1,2024-08-31 17:47:09,"kai lemot bgt sekarang pdhl uda pake paket data, waktu pembayaran juga eror pdhl ovo ku udah aku sambungin ke kai tapi tb"" gabisa, di apk ovo pdhl sudh terhubung. TOLONG DIBENERI LAGI YAA, SOALNYA KALO WAKTU BELI TIKET JADINYA SUSAH KAK"
Alip Pia,1,2024-08-31 17:32:00,"Aplikasi gak jelas, mau bayar gabisa bisa padahal jaringan udha bagus. Ngeselin banget"
Mike Arsita,1,2024-08-31 17:27:08,"Kenapa setiap beli weekend error di pembayaran nya, sedangkan kai sudah tidak tersedia(habis) jika kita kembali dari awal. Beli jam 00.00 & Jeda waktu itu 00.03 sudah habis tak bersisa. ANEH SEKALI."
Ilham Sya'bana,1,2024-08-31 17:26:21,Lama banget saat melakukan pembayaran. Dan ga ada transaksi untuk lunasi pembayaran. Sumpaahh ini parah bangeet sekelas transportasi umum dibawah naungan negara
Andry Tobias,1,2024-08-31 17:16:16,"Tiap kali rebutan tiket, kenapa selalu error disaat ingin melakukan pembayaran? Sudah pilih menu pembayaran, lalu loading saja.. Setelah itu langsung mental keluar.. Tinggal bayar saja, ada kode pemesanan, tapi harus dibayar lewat mana?? Via mbanking cuma bisa angka, tidak ada pilihan huruf.."
Ikhsan Sabri,1,2024-08-31 15:10:54,"Lelet ,lemot ga guna"
Jihan Rahmania azimah,2,2024-08-31 15:09:48,Topup kai pay belum masuk gimana solusinya
Mei Susiwi,1,2024-08-31 14:42:10,TOLOL
Santi Julianti,1,2024-08-31 13:22:23,Gabisa login knp ya pdahal email udh bner?ko skrg gini smenjak d uodate
Tentang Rumah tangga,1,2024-08-31 13:09:58,Tambah ribet aja
D. Fajar P.,1,2024-08-31 11:28:39,CC kai pegawainya bisa ditambah kali ya. Penanganannya lambat sekali. Baik telvon maupun wa. Saya tidak tahu apakah tidak ada maksimal SLA untuk penanganan. Karena saat saya tanya tidak ada jawaban pasti penyelesaian dana saya. Untuk aplikasi juga mohon dilengkapi dengan fiture pengaduan. Agar kalau ada transaksi pembayaran error bisa langsung dilaporkan. Semoga bisa segera ditindaklanjuti. Untuk kai yg lebih baik.
adam putra,1,2024-08-31 11:02:44,"KAI pay lemot banget, update saldo 15 menit 🤣 sedangkan waktu tunggu dikeranjang cuma 4 menit,, saldo update, keranjang ilang, kan membagongkan 🤣 mau top up harus transfer bank kena biaya admin 6.500, tidak hanya itu saldo yg di top up kepotong 2.000,, nilainya kecil sih tp harus ada keterangan dlu kalau bakal dipotong segitu, akhirnya jadi top up dua kali dan kepotong dua kali. Resek memang"
Dhatin Mellati,1,2024-08-31 10:57:21,Mau pesen tiket ngulang2 terus.. keterangane waktu kadaluarsa harus ngulang lagi.. bolak balik.. kenapa sekrg d kasih waktu segala sech. Jdi ribet
Bayu Novantoro,1,2024-08-31 10:11:48,"mau daftar jadi bacic member, kode sudah diinput tapi malah ga sinkron, alhasil tidak bisa, ealahh"
Syabil Sofwan,1,2024-08-31 10:06:24,min saya mau bayar via e-wallet (ovo) ada gangguan terus. Mohon perbaiki ya admin
Oka Ferdyansyah,1,2024-08-31 08:47:28,Lemottt
prayitna hadi,1,2024-08-31 08:42:30,Aplikasi tidak berguna
Axelle Yuqen,1,2024-08-31 07:59:59,Ketika sudah beli tiket pembayaran selalu gagal hingga tiket habis pdhl untuk hari itu saya memesan untuk hal penting
Rizky Ramadhan,1,2024-08-31 07:25:40,lemot
Risdian 1987,5,2024-08-31 06:59:02,"Sangat membantu , tapi pas mau bayar virtual account-nya sulit kenapa y ? Tolong perbaiki lagi sistemnya"
Senju Mx,1,2024-08-31 05:51:53,"Aplikasi bobrok, pembayaran tiket dah d bayar kok tiketnya timeout, saldo di bank dah berkurang tp ga dapat tiketnya, customer service lelet ga d respon sama sekali,"
Widi Hariyanto,2,2024-08-31 05:35:44,Kenapa saya ga bisa lihat jadwal kereta api di beranda saya?
Lemonade,2,2024-08-31 05:10:48,Bisa tolong bantu registrasi saya sudah transfer tiket kereta krw bdg . Nunggu konfirmasi ko malah ga ada jejak ya. Menghilang trs gagal gt
don angga,1,2024-08-31 04:53:26,"Ini saya beli tiket , tiket sudah saya bayar ,dicek tiket saya tidak ada , di riwayat juga tidak ada ? Mau lapor kemana juga nggk bisa, sudah di wa , di email, di dm ig, di inbox fb nggk ada jawaban. Padahal lagi urgent penting gini nggk ada kejelasan"
Wayan Windhi Oxa Shela,1,2024-08-31 03:42:45,Udah top up lelet. Pesen tiket sudah dibayar ujung2nya time out tiket gak dapet. Chat call centee wa tapi chatnya begitu. Haduhhh bikin emosi
A CECEP KOESNADY,1,2024-08-31 01:50:35,ribet amat verifikasinya gagal terus 😭
D.pokcoy,1,2024-08-31 01:47:23,kalau bisa beri komentar tanpa bintang sudah saya komentar kan ini aplikasi Layanan tida jelas seperti: Sudah melakukan transaksi pembayaran trtapi status di tiket saya masih menunggu pembayaran Hal ini membuat saya kecewa akan aplikasi ini sehingga saya harus menghubungi pihak KAI untuk meminta tanggapannya sehingga uang yag telah saya transaksikan dapat kembali secepatnya Saran: pesan lah tiket melalui aplikasi Traveloka karena layanannya mudah dan cepat tidak seperti aplikasi buruk ini.
Haeddy Pray,1,2024-08-31 01:33:05,kok jadi susah pesan. apa nunggu bintang nya turun lagi baru dibenahi
Riyan Hermawan,1,2024-08-31 01:08:10,"Dulu simpel sekarang rumit,,"
Setiyo agus Heriyanto,5,2024-08-31 00:39:38,Kenapa selalu kembali ke member basic
Mifta Choir,1,2024-08-30 23:47:42,"Lemot parah, tolong diperbaiki. Pesan tiket eror mulu, nggak bisa² malah muncul pop up gk bisa booking 15 per hari 😌. Orang 1 aja gk bisa² eror mulu 😖😖"
Mohammad Syaefullah,1,2024-08-30 23:27:48,"Sy sudah melakukan pembayaran, tapi sampai waktunya habis_ gk berhasil&gk dapet e-tiket"
kuncara agung,1,2024-08-30 21:50:53,Ini apk lu error mulu annjing. Benerin napa
Masa Maisa,1,2024-08-30 21:42:19,"Sumpah kesel banget login berkali"" enggak bisa"" tolonglah min diperbaik.."
Mr. Muchsinin SST,1,2024-08-30 19:26:36,Plat merah always bad
Yudi Rahmat,1,2024-08-30 15:42:39,"Kai acces kok susah kali pembayaran nya lewat qris,selalu gambar kurang jelas,mau pesan tau nya nanti nggk dapat tiket awak ,tolong perbaiki yg model lama aja ya tolong"
Muhamad Hanif,1,2024-08-30 14:27:08,Ruwet daftar member basic gk bisa bisa
ibnu darudewa,1,2024-08-30 14:04:35,Kayaknya ada oknum yg sengaja KAI Access dipersulit agar aplikasi lain yg layani sehingga oknum tsb dapat fee.
Irawan Dedi,5,2024-08-30 14:01:03,Oke
Zacky Bayu,1,2024-08-30 13:47:49,Top up kaipay di email dah berhasil.. tpi pas di cek di apk kai access nya malah masih 0... gimanaaa sih niiiii
Achmad Ali,1,2024-08-30 13:35:10,Knp setelah diperbarui makin error aja aplikasinya apalagi pas top up lama masuk nya dah gitu top up 50.000 yang masuk cuma 39.200 what the...
bhaskara prima,1,2024-08-30 12:50:58,eh min emang gak bisa batalin tiket ya. trus riwayat koq gak ad. jd pemakaian saldo sy kmna aj gak ad riwayat na.
Hilman Subagja,2,2024-08-30 12:26:41,Kalau niat ingin di wajibkan pakai aplikasi untuk pemuda/i tolong untuk yang bikin aplikasi nya untuk lebih serius donk😒gua kan udah daftar lengkap lagi tapi kenapa sejak update terbaru kenapa data akun gua terhapus g****k🤬🤯😡😓kecewa gua mendingan beli langsung di kasir GPP ngantri panjang juga yang penting gak musingin customer donk
Darmadi Zami,5,2024-08-30 12:14:57,Siiip
Kristin Lestari,4,2024-08-30 11:51:39,Keren
Sintya sri Kurnia,1,2024-08-30 11:29:51,Skrang sering bgt pas mau buka KAI acces harus login lagi dan pas mau login susah bgt tbtb keluar dari aplikasi
fauzi family,2,2024-08-30 11:02:37,"Untuk layanan tiketing sudah di mudahakan, tapi kenapa petugas atau kariyawan kai di setiap perjalanan selalu ikut menumpang di gerbong penumpang ya..... Apakah tidak bisa di berikan gerbong sendiri untuk petugas kai yg sudah selesai tugas. Sangat mengganggu, kami penumpang jadi risih. Semoga kedepannya bisa di perbaiki lagi."
Sulton Hidayatullah,1,2024-08-30 10:57:40,sulit untuk di jnstal
myudhatama,1,2024-08-30 10:18:08,Sulit
Mohamad Sofidhon,4,2024-08-30 09:40:37,Lola ketika pembayaran
Sayyidah Azizah,3,2024-08-30 09:37:00,"up datenya tolong diperbaiki, karena di aplikasi masih tersedia ternyta seat sudah kosong. Terimakasih"
budi utomo,3,2024-08-30 08:33:09,Di update malah jadi ga bisa login
hi tama,3,2024-08-30 06:12:43,Bintang 1 pun gak pantes
Tumikin Toro,1,2024-08-30 06:11:06,Saya sudah melakukan pembayaran tapi tiket tidak muncul
Astri L,1,2024-08-30 05:35:43,BALIKIN TIKET KAI KE OFFLINE! 😭
Intan Permata,1,2024-08-30 04:30:13,"minta tolong sistem diperbaiki, saya udh bayar lewat m-banking dan udh kepotong tapi tiket gagal."
azhar khaizan,2,2024-08-30 03:48:27,Top Up nya lama ngga masuk masuk saldonya
Yanti Agustina,1,2024-08-30 03:08:32,"Siapa sih yg buat fitur member , gilaa ya bukannya mempermudah malah mempersulit, aturan yg pnting udah terdaftar bisa beli tiket ini udh terdaftar trs kudu buat member besic giliran buat ada ajah emailnya udh kepake jdi buat baru terus nomernya udah ada ganti nomer baru yang belum kedaftar ttp gagal upgrade member 🥵🤮🤢🤧🤕 kayaaaaa yanggg gimana ya serba salah sumpah saya frustasiiii buat itu ajahhhhh lamaaa ngulang terussssssssssds"
Vivian Anggrajita,1,2024-08-30 00:40:18,Kalo memang tiket sudah habis jangan di aktifin kusinya Kadang masih sisa 2/1 kursi tapi ga bisa dipesen .parah
Reva Nurania,1,2024-08-30 00:15:43,"Kapa susah bener skrng pakai KAI access ,dlu ok2 aja 🙃"
Mareza Muhaimin,1,2024-08-29 23:49:48,"Aplikasi bermasalah, waktu pembayaran rumit + lama, top up pun bermasalah sulit+lama, check out tiket juga problem...,ruwet pokoknya KAI rekrut orang yg kompeten dong, aplikasi pelayanan kek kepret begini, KAI bisa bagus dulunya ya pelayanan, sekarang malah berkurang drastis...bego bgt dah"
novita akmalia,1,2024-08-29 23:23:22,Pembayaran lelet..payah
Ida Asarofi,1,2024-08-29 22:29:46,Tolong diperbaiki sistem aplikasinya saldo kai pay saya tiba-tiba kosong saya belum melakukan transaksi sama sekali menggunakan kaipay
Eko Prasetyo,1,2024-08-29 18:09:58,"Makin kesini makin gak jelas, alamat stasiun kurang lengkap dan kurang detail, PARAH..."
zzrraa XD,1,2024-08-29 14:36:40,Sekarang pembatalan pake e-money tulisannya belum tersedia smpe tiket hangus juga gk bisa dibatalin.. Parah Acces skarang 👎👎👎
Istiqomah 12,1,2024-08-29 13:36:47,apa ini dikit dikit buffering
Edi Sunarno,4,2024-08-29 12:26:24,Baik
Anjas Putri Dara Arisya,1,2024-08-29 12:07:14,"beberapa kali pesan selalu gagal di bagian pembayaran, giliran berhasil bayar tiket ngga ada tapi saldo berkurang. sistemnya kacau bgt kalo emang tiket habis harusnya waktu pembayaran ada pemberitahuan dan saldo tetap aman tidak terpotong."
Okky Js,1,2024-08-29 11:37:19,"Kesel pake apk ini klo naik commuter, lemot apk nya!"
Dhiya' Naufal Naffa' Ulhaq,1,2024-08-29 11:25:48,"Aplikasi Dari pemerintah kok malah GK bisa membantu masyarakat banyak error,kadang jaringan hilang loading yang lama"
Sugeng Noviansyah,1,2024-08-29 09:38:15,ini gabisa dibuka kenapa ya
Suka moto,1,2024-08-29 08:40:03,Aplikasi tidak bisa digunakan
Dian Arami Agastya,5,2024-08-29 07:48:17,Bagus
Budi Utomo,4,2024-08-29 07:08:47,"Habis update aplikasi malah ga bisa login, force close terus.. pie to min min"
Al Maura,1,2024-08-29 06:56:37,Kok jadi seribet ini daftar padahal udah lengkap semua
Erman Suhermawan,1,2024-08-29 03:12:41,Kenapa sekarang KL aku buka aplikasi ini selalu periksa jaringan? Mohon penjelasannya
Khesia Limbong,2,2024-08-29 02:52:16,"Pas pembayaran lelet, saya buka aplikasi lain lancar soalnya"
Anto Anto,5,2024-08-29 01:08:42,Mantap
Yusuf Adi,5,2024-08-29 01:07:47,Aplikasi yang bermanfaat untuk pesen tiket kereta. Mudah diakses.
Nancy nindyana putri nur'aini,1,2024-08-29 01:06:48,"Kenapa setiap mau pesan tiket tulisannya selalu tidak ada koneksi internet. Padahal paket data masih ada dan lancar tapi kenapa buka KAI ACCESS selalu begitu...sampai harus pakai wifi, kan jadi ga dapat tiket kalau begini"
Ana,1,2024-08-29 00:06:29,"Tolong lah di perbaiki, topup 400 ribu m banking, saldo udah kepotong tapi gak masuk masuk di aplikasi kai acces, lama banget masuknya"
Ira Sukmawati,5,2024-08-29 00:00:12,"Bagus sekali, tercantum jadwal sholat juga sangat membantu pokoknya terbaik"
Adamafa Dafa,5,2024-08-28 22:59:35,Sangat mempermudah urusan kegiatan antar kota 🫡🫡🫡
lutfiah alfi,1,2024-08-28 21:26:52,Sejak di upgred kog jdi gini pdhl tersedia tpi waktu diklik gk ada kursi gmn toh
Gus Abdurrohman Ibnu Bafadhal Official,1,2024-08-28 19:33:19,"Aplikasi KAI semakin hari bukan nya semakin bagus malahan semakin jelek, jadi jangan heran kalau rating di play store cuma 2,4 bahkan bisa semakin turun lagi"
Elisa Lisa,1,2024-08-28 16:02:42,Ngabisa login setelah update!
Alan Gun,5,2024-08-28 14:45:46,"Sangat membantu sekali untuk perjalanan bisnis maupun liburan bersama keluarga, trimakasih KAI"
Butter n Cookies,5,2024-08-28 14:06:51,Semakin baik sekarang
Rusmiyati Hadi,5,2024-08-28 11:30:46,Alhamdulillah dg adanya Access by KAI mempermudah sy untuk membeli tiket dan dg mudah mendapatkannya. Tks Access by KAI.
Albatraoz Satu,1,2024-08-28 10:39:36,"Saya mau ke Sidoarjo tapi ketika saya cari tidak ada kereta tersedia, padahal kereta Dhoho / Penataran melewati jalur tersebut, agar bisa mencapai di tujuan tersebut harus memesan 2 tiket Tulungagung -Blitar dan Blitar-sidoarjo seharusnya ketika di cari pada kolom pencarian langsung diberikan penjelasan kalau menuju kota ini harus memesan dua tiket ""ini"" dan ""ini"". Masa sih sekelas KAI gabisa bikin sistem yang memudahkan seperti itu?"
Ribosky De Armando,1,2024-08-28 10:28:57,Aplikasi semakin gk jelas. Mending yg model lama
Naufal adhe pradana,2,2024-08-28 09:07:10,Railfood nya kok ga bisa yaa udah beberapa kali coba&naik kereta tetep gabisa
Ghomma,1,2024-08-28 08:40:41,"percuma pilih kursi, endingnya di tempati orang lain yg gk sesuai nomor tempat duduk pembelian tiket"
Nur Holisah,1,2024-08-28 06:44:02,Tidak bisa pesan tiket slalu gagal pdahal email dan nomer telfon sudh benar aplikasinya sudh tidak seperti dulu
Muhammad Ichsan,1,2024-08-28 06:24:50,Kurang puas karena bayar lewat ovo sering ada gangguan
Rizky Fajar Sulistyo,2,2024-08-28 05:21:20,"tidak ada fitur reduksi, harus mengurus kembali masa berlaku reduksi"
Abdul Aziz Rahmani,1,2024-08-28 04:25:17,Apaan sih ni? Setelah update malah kagak bisa login. Padahal mau pesen tiket loh ini
Kuwat Wandi Sukamto,5,2024-08-28 03:39:04,Sangat simpel
Ahmad Nurmuharrom,4,2024-08-28 03:35:24,cuma kasihan sama ratingnya pdhl banyak yg pakai sehari2
Raidinal Aliffahrana,1,2024-08-28 03:15:48,"Memalukan.. aplikasinya sering masalah. Selalu ""Sesi anda sudah kedaluarsa"". Sudah diinstall ulang, log off, tetap saja ga berubah"
Iqbaal Pratama,1,2024-08-28 02:30:21,"Buruk sangat buruk sekali. Mau top up juga susah, refund tiket pun saldo ga di kembaliin."
Ulfah Nur fadillah,2,2024-08-28 01:54:43,Udah top up tapi gak masuk2 udah sejam
Luthfi Hafiz,1,2024-08-28 01:43:22,"Aplikasi Gak Jelas Mau Ganti Gmail doang sama Sandi aja gak mau masuk Gmail verifikasinya apaan dah, Cari Divisi IT Yang bener Lah Masa Jaga Server Doang kagak Becus yang bener Ae lah. Katanya kalau beli tiket lewat aplikasi tapi bukannya gampang malah bikin susah Ayo lah dibenerin lagi aplikasinya masa sekelas aplikasi pemerintah gini hasilnya. Parah Banget"
Muhaimin Hidayat,1,2024-08-28 01:37:09,"1. Metode pembayaran kai pay tidak dapat digunakan, terlanjur isi kai pai (merugikan) 2. Setelah pemesanan tiket jika tidak langsung dibayarkan, setelah kembali ke menu beranda tiket tidak bisa dibayar hanya bisa dilihat sambil menunggu pembayaran dan hanya tersedia opsi batalkan pesanan dan kembali ke beranda aplikasi. 3. Metode pembayaran banyak yang eror, kai pay (tidak bisa lanjut transaksi ketika masukkan pin), shoppee pay (selalu terjadi kesalahan) kartu debit hanya bisa mandiri"
allam maya,1,2024-08-28 00:38:24,Buruk sangat tdk berjalan bau bangkai masinis
Okty Sulistiyarini,2,2024-08-27 22:38:56,Tiba2 aplikasinya macet gabisa liat semua jadwal. Setelah diperbarui malah gabisa login
asef firmansyah,1,2024-08-27 18:49:32,"sampah sekali aplikasi ini.. pasti anggaran nya habis di korupsi.. udh ui lemot, ux nol besar, sekali mau coba top up error uang hangus...di hubungi cs tambah no respon... gini amat.. rugi di waktu tenaga dan pikiran..."
Neng Fadilah,1,2024-08-27 15:48:03,Udah di isi saldo lamaaa bngttttt mau pesen tiket takut abis padhl udh di isi
Stri Suhita,1,2024-08-27 15:15:40,"Susah sekali untuk masukin data.. Sekali macet di pengisi an data.. Klau enggak gtu di otp.. Udh d isi benar tp enggak proses ""...."
Super Jani,1,2024-08-27 14:01:45,Susah amat masuk OTP doang
Me Fitri,1,2024-08-27 13:34:52,"Kai pay nya eror betul sih.. Beli pulsa disini transaksi gagal tapi dana tidak dikembalikan, merugikaan!!!"
faradilafirl,1,2024-08-27 13:01:23,"selalu update selalu ke log out sendiri mana tiketku buat besok asem asem, terus piye iki aku login semua saya cek gaada tiket saya, login lewat nomor hp kodenya ga kekirim kirim berkali kali dicoba"
Uswatun Hasanah,1,2024-08-27 12:38:51,Aplikasi kai q knp tdk bs dibuka
Tiara Sirait,1,2024-08-27 12:17:41,"Update saldo lama, Keterangan kepotong karena apanya ngga ada, buka apaapun lama.... Bagusin weeh bagian develop nya... desaign okesih kinerja nol"
Jimil Sulaiman,1,2024-08-27 12:09:17,Sangat sulit mengakses cari tiket
Adzkal Faraby,3,2024-08-27 12:07:00,Setelah update terbaru kok railpoint saya ga muncul dimetode pembayaran ya? Pdhal point sdh terkumpul banyak. Jadi tidak bisa dipakai
Aji Pangestu,5,2024-08-27 12:06:57,"easy access, sangat membantu"
Bintang Ilham,1,2024-08-27 11:36:44,Tolong di benerin duit nyangkut
Inayahu Walida,1,2024-08-27 10:18:03,Sudah 2x dikecewakan sm layanan KAI. Upgrade app tapi malah gabisa login dgn keterangan koneksi bermasalah. Berkali-kali coba login ttp gabisa. Mau pesan KA lokal gabisa. Gini caranya mah pelanggan jadi ga nikmat lagi sm KAI. Uang negara sia-sia kalau fasilitasnya seperti ini
Romadhoni27,1,2024-08-27 09:31:40,"Saya udah beli di tiket pakai metode pembayaran qris tapi setelah saya di tiket, tiket saya gak kebeli tolong di segera di perbaiki min pembelian tiket saya tgl 27-08-2024"
Tomu oloan,1,2024-08-27 08:57:57,"Aplikasi nggak jelas, nggak berfaedah"
kloppites 8,1,2024-08-27 08:10:59,Masa mau pesen waktu habis mulu
Adi Sucipto,1,2024-08-27 05:06:04,"Parah, habis update malah ga bisa buka aplikasinya. Katanya tidak terkoneksi internet. Padahal sy buka aplikasi lain lancar jaya bos. Makin diupdate malah makin bobrok ni gimana bisa?"
Fater Manurung,5,2024-08-27 03:57:39,"Praktis, bebas mentukan, no set, tgl dan jam berangkat."
Liana Salsi,1,2024-08-27 03:35:47,Gak bisa masuk kode OTP gak masuk masuk ke akun .hadeeeehhh
cendana.pictures001,1,2024-08-27 02:04:00,"Aplikasi gak jelas , pembayaran gagal terus , udah pakai wifi tapi ada peringatan tidak ada jaringan , top up ke apk malah disuruh nunggu 15 mnt udah ditunggu tidak masuk2 dananya , tolong di perbaiki dengan baik sistem pelayanan nya"
Ana Susanti,2,2024-08-26 23:28:29,Kenapa sekarang susah banget.sudah di dari semalam gak bisa terus
Gabut Channel,1,2024-08-26 17:33:41,bagaimana sih Access by KAI kenapa fitur kereta LRT Jabodebek di hilangkan padahal bagus dan praktis kalo mau naik kereta LRT Jabodebek karena ada aplikasi Access by KAI soalnya bisa ulang saldo kaipay lewat isaku Indomaret begitu deh Access by KAI tolong dong jangan di hilangkan ya kan jadi praktis dan mudah untuk byr tiket masuk ke dalam stasiun Bekasi Timur jadi tolong ya di masukkan lagi di Access by KAI terimakasih kepada Access by KAI
Alif Muhamad Sidik,5,2024-08-26 15:48:08,sangat buruk
Andika Dwi pratama,5,2024-08-26 15:01:42,Bagus
Bintang 12,1,2024-08-26 14:44:20,daftar member tidah bisa tolong segera diperbaiki lagi
Arkan Slebew,1,2024-08-26 14:06:15,Kok sekarang aplikasinya kayak gini ya...... Jadi tambah ribet nggak kayak dulu
Dodiet Supriyadi,3,2024-08-26 13:21:38,Koq menu metode pembayaran dg kartu kredit selain kk mandiri tidak tersedia? Saya sudah hampir selesai pesan namun terkendala byr pake.cc uob tidak ada Ok ditunggu kabarnya
edhan khun,1,2024-08-26 13:07:30,Ini kenapa saya ga bisa masuk ke akun saya?
mas alim,1,2024-08-26 12:28:48,"Pernah pesan tiket kereta, tiket jam kbrngkatan tdk sesuai dgn keretanya. Akhirnya ketinggalan kereta dan tdk dpt ganti rugi ... Hrus beli tiket baru lg..."
Ferry Kurniawan,2,2024-08-26 11:45:37,"Berbelit2 aplikasi nya. Sudah download tapi mau pakai tidak bisa langsung, krn harus registrasi segala macam. Aplikasinya tlg modul nya dipermudah, supaya pengguna kereta terutama yg agak2 gaptek masih tetap bisa pakai."
Putri Maureen Maharani Aritonang,1,2024-08-26 10:26:07,"Payah aplikasinya mau cek tiket kereta, tapi pas di klik jadwal tidak ditemukan"
